id,word,stress,num_syllables,lemma
31880,выгодный,1,3,выгодный
31881,полутора,2,4,полтора
31882,клинически,2,4,клинически
31883,маньчжурии,2,4,маньчжурия
31884,гироскутер,3,4,гироскутер
31885,дзержинска,2,3,дзержинск
31886,лаймы,1,2,лайма
31887,содрогнулся,3,4,содрогаться
31888,пожарах,2,3,пожар
31889,наибольшим,3,4,большой
31890,выспаться,1,3,высыпаться
31891,внушить,2,2,внушать
31892,захватывало,2,5,захватывать
31893,наемника,2,4,наемник
31894,далече,2,3,далече
31895,напечатал,3,4,напечатать
31896,матовой,1,3,матовый
31897,гуманитарным,4,5,гуманитарный
31898,юные,1,3,юный
31899,нарушало,3,4,нарушать
31900,интеллектуальной,5,6,интеллектуальный
31901,мулянка,2,3,мулянка
31902,ругали,2,3,ругать
31903,формулировке,4,5,формулировка
31904,свободная,2,4,свободный
31905,батальонов,3,4,батальон
31906,виагра,2,3,виагра
31907,гипотетически,4,6,гипотетически
31908,сопровождаться,4,5,сопровождаться
31909,дачах,1,2,дача
31910,ралли,1,2,ралли
31911,утреннее,1,4,утренний
31912,приморье,2,3,приморье
31913,агрессивность,3,4,агрессивность
31914,акцент,2,2,акцент
31915,наполненной,2,4,наполнять
31916,вынесения,3,5,вынесение
31917,смертельных,2,3,смертельный
31918,покупках,2,3,покупка
31919,кидаю,2,3,кидать
31920,снежные,1,3,снежный
31921,обернувшись,3,4,обертываться
31922,процентам,2,3,процент
31923,орала,2,3,орать
31924,следственными,1,4,следственный
31925,сома,2,2,сом
31926,вадима,2,3,вадим
31927,желаемого,2,5,желаемый
31928,глупая,1,3,глупый
31929,язву,1,2,язва
31930,мета,1,2,мета
31931,ранними,1,3,ранний
31932,веснушками,2,4,веснушка
31933,ваще,2,2,ваща
31934,комфортабельный,3,5,комфортабельный
31935,полз,1,1,ползти
31936,приталенный,2,4,приталивать
31937,задаете,3,4,задавать
31938,назревает,3,4,назревать
31939,законности,2,4,законность
31940,плит,1,1,плита
31941,оверлок,3,3,оверлок
31942,листовку,2,3,листовка
31943,коктейльные,2,4,коктейльный
31944,выбежала,1,4,выбегать
31945,умное,1,3,умный
31946,розовом,1,3,розовый
31947,выдающегося,3,6,выдающийся
31948,щёки,1,2,щека
31949,проглотив,3,3,проглатывать
31950,каменный,1,3,каменный
31951,уплывает,3,4,уплывать
31952,прислугу,2,3,прислуга
31953,активация,3,5,активация
31954,заём,2,2,заем
31955,модными,1,3,модный
31956,гостю,1,2,гость
31957,отчества,1,3,отчество
31958,воспитывался,2,5,воспитываться
31959,скамья,2,2,скамья
31960,лезешь,1,2,лезть
31961,котлет,2,2,котлета
31962,огненные,1,4,огненный
31963,курсанта,2,3,курсант
31964,трахается,1,4,трахаться
31965,взносам,1,2,взнос
31966,подзорную,2,4,подзорный
31967,настойчивостью,2,5,настойчивость
31968,радикально,3,4,радикально
31969,пришлых,1,2,пришлый
31970,обрабатывали,3,6,обрабатывать
31971,акулина,3,4,акулина
31972,щитка,2,2,щиток
31973,колбасой,3,3,колбаса
31974,восьмидесятых,4,5,восьмидесятый
31975,архивная,2,4,архивный
31976,ограждающих,3,5,ограждать
31977,сбежавшего,2,4,сбегать
31978,сушиться,2,3,сушиться
31979,кладь,1,1,кладь
31980,заслон,2,2,заслон
31981,алкоголики,3,5,алкоголик
31982,обучающимся,3,6,обучающийся
31983,кожаная,1,4,кожаный
31984,антидопинговой,3,6,антидопинговый
31985,антимонопольной,5,6,антимонопольный
31986,успеет,2,3,успевать
31987,поможете,2,4,помогать
31988,лон,1,1,лоно
31989,нор,1,1,нора
31990,осыпали,2,4,осыпать
31991,записок,2,3,записка
31992,нарастить,3,3,наращивать
31993,предвыборная,2,5,предвыборный
31994,фоменко,2,3,фоменко
31995,тетушки,1,3,тетушка
31996,правых,1,2,правый
31997,ясновидящие,3,6,ясновидящий
31998,парализовал,5,5,парализовать
31999,спиц,1,1,спица
32000,римлянам,1,3,римлянин
32001,выбросил,1,3,выбрасывать
32002,латинскими,2,4,латинский
32003,знакомься,2,3,знакомиться
32004,попутчик,2,3,попутчик
32005,уперся,2,3,упираться
32006,обводного,2,4,обводный
32007,родичи,1,3,родич
32008,разгул,2,2,разгул
32009,кружить,2,2,кружить
32010,доносился,3,4,доноситься
32011,подумайте,2,4,подумать
32012,баллами,1,3,балл
32013,всеобщие,2,4,всеобщий
32014,маргарин,3,3,маргарин
32015,чувствительные,2,5,чувствительный
32016,сознательные,2,5,сознательный
32017,неудачей,3,4,неудача
32018,ванн,1,1,ванна
32019,льдинки,1,2,льдинка
32020,науку,2,3,наука
32021,чует,1,2,чуять
32022,забьет,2,2,забивать
32023,лужицы,1,3,лужица
32024,смекалка,2,3,смекалка
32025,мушкетеров,3,4,мушкетер
32026,переулков,3,4,переулок
32027,обидели,2,4,обижать
32028,купальный,2,3,купальный
32029,роддоме,2,3,роддом
32030,терминалов,3,4,терминал
32031,гренландии,2,4,гренландия
32032,встречайте,2,3,встречать
32033,пению,1,3,пение
32034,трубопроводной,4,5,трубопроводный
32035,педагогам,3,4,педагог
32036,фондовая,1,4,фондовый
32037,башкирской,2,3,башкирский
32038,захватят,2,3,захватить
32039,отдохну,3,3,отдыхать
32040,человечки,3,4,человечек
32041,астрономия,3,5,астрономия
32042,курский,1,2,курский
32043,кончиной,2,3,кончина
32044,процветания,3,5,процветание
32045,этические,2,5,этический
32046,возникающей,3,5,возникать
32047,василисы,3,4,василиса
32048,повторялся,3,4,повторяться
32049,галактик,2,3,галактика
32050,акционной,3,4,акционный
32051,койра,1,2,койр
32052,адыгеи,3,4,адыгея
32053,блокировке,3,4,блокировка
32054,банкир,2,2,банкир
32055,осушители,3,5,осушитель
32056,университетом,5,6,университет
32057,поясной,3,3,поясной
32058,полоснул,3,3,полоснуть
32059,музыкантами,3,5,музыкант
32060,раздвинув,2,3,раздвигать
32061,инвестора,2,4,инвестор
32062,берёзовка,2,4,березовка
32063,символики,2,4,символика
32064,обрушиться,2,4,обрушиваться
32065,сонного,1,3,сонный
32066,погрузки,2,3,погрузка
32067,очках,2,2,очки
32068,бабин,1,2,бабин
32069,рекомендательный,4,6,рекомендательный
32070,портного,2,3,портной
32071,приверженности,2,5,приверженность
32072,блестки,1,2,блестка
32073,шестилетнего,3,5,шестилетний
32074,отработки,3,4,отработка
32075,повидло,2,3,повидло
32076,морозу,2,3,мороз
32077,уходите,3,4,уходить
32078,плед,1,1,плед
32079,веселую,2,4,веселый
32080,почва,1,2,почва
32081,крепких,1,2,крепкий
32082,уполномоченных,4,6,уполномоченный
32083,предкам,1,2,предок
32084,латина,2,3,латин
32085,замочек,2,3,замочек
32086,коронок,2,3,коронка
32087,усталая,2,4,усталый
32088,перезагрузки,4,5,перезагрузка
32089,знаменами,2,4,знамя
32090,пахал,1,2,пахать
32091,шкурами,1,3,шкура
32092,долгую,1,3,долгий
32093,изловить,3,3,излавливать
32094,скорбей,2,2,скорбь
32095,пешкой,1,2,пешка
32096,ледяным,2,3,ледяной
32097,исчезну,2,3,исчезать
32098,эргономичные,4,6,эргономичный
32099,обожания,3,5,обожание
32100,кабельные,1,4,кабельный
32101,сахаров,1,3,сахаров
32102,раскаяние,2,5,раскаяние
32103,юноши,1,3,юноша
32104,стулом,1,2,стул
32105,исследуя,2,4,исследовать
32106,язв,1,1,язва
32107,носка,1,2,носок
32108,динамовцы,2,4,динамовец
32109,октябрю,3,3,октябрь
32110,мышек,1,2,мышка
32111,экспрессии,2,4,экспрессия
32112,долгосрочной,3,4,долгосрочный
32113,задайте,2,3,задавать
32114,воротами,2,4,ворота
32115,комбинате,3,4,комбинат
32116,путешественников,3,6,путешественник
32117,магазинам,3,4,магазин
32118,радушно,2,3,радушно
32119,сердитым,2,3,сердитый
32120,десантник,2,3,десантник
32121,нарезанной,2,4,нарезать
32122,гранатовый,2,4,гранатовый
32123,интересоваться,5,6,интересоваться
32124,включенной,2,3,включать
32125,огненная,1,4,огненный
32126,автосервиса,3,5,автосервис
32127,препаратами,3,5,препарат
32128,наигранно,2,4,наигранно
32129,вращая,2,3,вращать
32130,прослушки,2,3,прослушка
32131,сверкнули,2,3,сверкнуть
32132,прицел,2,2,прицел
32133,нехорошим,3,4,нехороший
32134,долгам,2,2,долг
32135,янтарной,2,3,янтарный
32136,насиловал,2,4,насиловать
32137,окошки,2,3,окошко
32138,апостолами,2,5,апостол
32139,навечно,2,3,навечно
32140,малахов,2,3,малахов
32141,заботитесь,2,4,заботиться
32142,страдальчески,2,4,страдальчески
32143,существенный,2,4,существенный
32144,дыханье,2,3,дыхание
32145,дремлют,1,2,дремать
32146,нейрохирург,4,4,нейрохирург
32147,моисею,3,4,моисей
32148,подсчитали,3,4,подсчитывать
32149,вооружений,4,5,вооружение
32150,парламентских,2,4,парламентский
32151,забавляет,3,4,забавлять
32152,показателям,3,5,показатель
32153,загородная,1,5,загородный
32154,стычки,1,2,стычка
32155,блокпосту,2,3,блокпост
32156,скандинавия,3,5,скандинавия
32157,фрилансеров,2,4,фрилансер
32158,единое,2,4,единый
32159,проснусь,1,2,просыпаться
32160,вырывая,3,4,вырывать
32161,предприятием,3,5,предприятие
32162,творенье,2,3,творение
32163,скандальной,2,3,скандальный
32164,дубовик,3,3,дубовик
32165,пешки,1,2,пешка
32166,клеевая,3,4,клеевой
32167,подгузник,2,3,подгузник
32168,прибежали,3,4,прибегать
32169,гадостью,1,3,гадость
32170,решится,2,3,решаться
32171,вымыслом,1,3,вымысел
32172,пятерочка,2,4,пятерочка
32173,грядущим,2,3,грядущий
32174,совершенствовать,3,5,совершенствовать
32175,джил,1,1,джил
32176,сказанных,1,3,сказать
32177,покушение,3,5,покушение
32178,телец,2,2,телец
32179,трубчатые,1,4,трубчатый
32180,проходом,2,3,проход
32181,увеличенной,3,5,увеличивать
32182,отходим,2,3,отходить
32183,липкую,1,3,липкий
32184,киоск,2,2,киоск
32185,биоресурсов,4,5,биоресурсы
32186,иудаизма,4,5,иудаизм
32187,объясняю,3,4,объяснять
32188,святейшество,2,4,святейшество
32189,докладами,2,4,доклад
32190,мелькают,2,3,мелькать
32191,экстремизме,3,4,экстремизм
32192,рейлинги,1,3,рейлинг
32193,уютных,2,3,уютный
32194,сказывалась,1,4,сказываться
32195,станочные,2,4,станочный
32196,исказилось,3,4,искажаться
32197,закреплено,4,4,закреплять
32198,компаньона,3,4,компаньон
32199,корпоративную,4,6,корпоративный
32200,смертному,1,3,смертный
32201,праздности,1,3,праздность
32202,подберу,3,3,подбирать
32203,прополис,2,3,прополис
32204,обними,3,3,обнимать
32205,осознаешь,4,4,осознавать
32206,улова,2,3,улов
32207,крыме,1,2,крым
32208,братские,1,3,братский
32209,хасана,2,3,хасан
32210,пространству,2,3,пространство
32211,предназначался,4,5,предназначаться
32212,вылезать,3,3,вылезать
32213,сервисом,1,3,сервис
32214,светодиодных,4,5,светодиодный
32215,уложите,3,4,укладывать
32216,гон,1,1,гон
32217,стойка,1,2,стойка
32218,банальности,2,4,банальность
32219,припустил,3,3,припускать
32220,калибры,2,3,калибр
32221,заметную,2,4,заметный
32222,ушко,1,2,ушко
32223,парик,1,2,парик
32224,прозвищем,1,3,прозвище
32225,зеленокумск,4,4,зеленокумск
32226,стрелками,1,3,стрелка
32227,баловство,3,3,баловство
32228,костюму,2,3,костюм
32229,моральные,2,4,моральный
32230,многократного,3,5,многократный
32231,нелепый,2,3,нелепый
32232,вашингтона,3,4,вашингтон
32233,выкинут,1,3,выкидывать
32234,веронике,3,4,вероника
32235,голодны,1,3,голодный
32236,оглядываюсь,2,5,оглядываться
32237,вытяжная,3,4,вытяжной
32238,наткнулась,2,3,наткнуться
32239,позолотой,3,4,позолота
32240,геологических,4,6,геологический
32241,гусеничным,1,4,гусеничный
32242,сближает,2,3,сближать
32243,забвению,2,4,забвение
32244,преподавала,4,5,преподавать
32245,супругу,2,3,супруга
32246,приснилось,2,3,присниться
32247,учащенное,3,5,учащенный
32248,некоммерческих,3,5,некоммерческий
32249,пряжки,1,2,пряжка
32250,паренька,3,3,паренек
32251,эмиграция,3,5,эмиграция
32252,сбивает,2,3,сбивать
32253,паникуйте,3,4,паниковать
32254,торчком,2,2,торчком
32255,сов,1,1,сова
32256,талии,1,3,талия
32257,наружное,2,4,наружный
32258,интенсивные,3,5,интенсивный
32259,кочевники,2,4,кочевник
32260,дотошно,2,3,дотошно
32261,чуешь,1,2,чуять
32262,уничтожит,3,4,уничтожать
32263,порождает,3,4,порождать
32264,гипсокартон,4,4,гипсокартон
32265,ют,1,1,ют
32266,поклоняется,3,5,поклоняться
32267,мясорубка,3,4,мясорубка
32268,невского,1,3,невский
32269,придать,2,2,придавать
32270,предыдущее,3,5,предыдущий
32271,автореферат,5,5,автореферат
32272,обыске,1,3,обыск
32273,планировкой,3,4,планировка
32274,свеж,1,1,свежий
32275,пильные,1,3,пильный
32276,организуем,4,5,организовывать
32277,кремлевских,2,3,кремлевский
32278,королями,3,4,король
32279,превысило,2,4,превышать
32280,расщелины,2,4,расщелина
32281,аэробики,3,5,аэробика
32282,суровость,2,3,суровость
32283,поразительный,3,5,поразительный
32284,удивительными,3,6,удивительный
32285,огромны,2,3,огромный
32286,рискую,2,3,рисковать
32287,догадавшись,3,4,догадываться
32288,палубу,1,3,палуба
32289,полками,1,3,полк
32290,оцениваю,2,5,оценивать
32291,слушается,1,4,слушаться
32292,оптовую,2,4,оптовый
32293,отделку,2,3,отделка
32294,холста,2,2,холст
32295,трезвом,1,2,трезвый
32296,рассада,2,3,рассада
32297,граблями,1,3,грабли
32298,пристрастием,2,4,пристрастие
32299,осеннем,2,3,осенний
32300,старушке,2,3,старушка
32301,озаряя,3,4,озарять
32302,повествование,4,6,повествование
32303,творожная,2,4,творожный
32304,ныряя,2,3,нырять
32305,заказанного,2,5,заказывать
32306,трубок,1,2,трубка
32307,запорожское,3,5,запорожский
32308,сладость,1,2,сладость
32309,эсминцы,2,3,эсминец
32310,прописью,1,3,пропись
32311,связывание,1,5,связывание
32312,экспериментах,4,5,эксперимент
32313,сталкивался,1,4,сталкиваться
32314,почувствует,2,4,почувствовать
32315,предался,2,3,предаваться
32316,озарил,3,3,озарять
32317,особено,2,4,особеный
32318,грешников,1,3,грешник
32319,васильевича,2,5,васильевич
32320,мила,2,2,мила
32321,аннотация,3,5,аннотация
32322,доминик,3,3,доминик
32323,извлекая,3,4,извлекать
32324,оказываюсь,2,5,оказываться
32325,медитации,3,5,медитация
32326,мусоре,1,3,мусор
32327,инвесторов,2,4,инвестор
32328,постигая,3,4,постигать
32329,цельной,1,2,цельный
32330,снегоуборочный,4,6,снегоуборочный
32331,элементарное,4,6,элементарный
32332,выдвижные,3,4,выдвижной
32333,всеобщему,2,4,всеобщий
32334,выгонит,1,3,выгонять
32335,фашист,2,2,фашист
32336,задатка,2,3,задаток
32337,колдовские,3,4,колдовской
32338,привыкшего,2,4,привыкать
32339,вступительный,2,4,вступительный
32340,примечательный,3,5,примечательный
32341,оный,1,2,оный
32342,привыкаешь,3,4,привыкать
32343,катаклизмы,3,4,катаклизм
32344,соображение,4,6,соображение
32345,применимость,3,4,применимость
32346,угостили,3,4,угощать
32347,этикет,3,3,этикет
32348,истощение,3,5,истощение
32349,домохозяйка,4,5,домохозяйка
32350,капиталы,3,4,капитал
32351,вентиляцией,3,5,вентиляция
32352,заноза,2,3,заноза
32353,приписывает,2,5,приписывать
32354,бутылочка,2,4,бутылочка
32355,опубликуем,4,5,опубликовывать
32356,влетели,2,3,влетать
32357,расплылось,2,3,расплыться
32358,сбили,1,2,сбивать
32359,областную,3,4,областной
32360,рановато,3,4,рановато
32361,предназначение,4,6,предназначение
32362,желоба,3,3,желоб
32363,публиковаться,4,5,публиковаться
32364,минино,1,3,минино
32365,рессоры,2,3,рессора
32366,наставником,2,4,наставник
32367,черноземье,3,4,черноземье
32368,запеченные,3,5,запекать
32369,распластался,3,4,распластываться
32370,похождениях,3,5,похождение
32371,трезвый,1,2,трезвый
32372,иркутского,2,4,иркутский
32373,противоположны,5,6,противоположный
32374,обещания,3,5,обещание
32375,пеленки,2,3,пеленка
32376,заметными,2,4,заметный
32377,свадьбах,1,2,свадьба
32378,выселении,3,5,выселение
32379,прочны,1,2,прочный
32380,турник,2,2,турник
32381,буксировочный,3,5,буксировочный
32382,досрочно,2,3,досрочно
32383,пищеварение,4,6,пищеварение
32384,исчезновение,4,6,исчезновение
32385,принуждать,3,3,принуждать
32386,переменная,3,5,переменный
32387,метали,2,3,метать
32388,проклинать,3,3,проклинать
32389,преклоняюсь,3,4,преклоняться
32390,говном,2,2,гавно
32391,переизбытка,4,5,переизбыток
32392,сразить,2,2,сражать
32393,согласные,2,4,согласный
32394,аппликации,3,5,аппликация
32395,прибалтийских,3,4,прибалтийский
32396,жару,1,2,жар
32397,рулетка,2,3,рулетка
32398,постный,1,2,постный
32399,румянцем,2,3,румянец
32400,винницы,1,3,винница
32401,угрожающий,3,5,угрожающий
32402,отделаешься,2,5,отделываться
32403,дверную,2,3,дверной
32404,гидравлический,3,5,гидравлический
32405,музыкальным,3,4,музыкальный
32406,звездолет,3,3,звездолет
32407,дипломаты,3,4,дипломат
32408,протяжки,2,3,протяжка
32409,фланца,1,2,фланец
32410,никона,1,3,никон
32411,пересилить,3,4,пересиливать
32412,студенток,2,3,студентка
32413,ренат,2,2,рената
32414,плавным,2,2,плавный
32415,вывез,1,2,вывозить
32416,ахматовой,2,4,ахматова
32417,ровесник,2,3,ровесник
32418,агентствами,2,4,агентство
32419,обладать,3,3,обладать
32420,воспалении,3,5,воспаление
32421,тантра,1,2,тантра
32422,отказы,2,3,отказ
32423,акулы,2,3,акула
32424,называю,3,4,называть
32425,привычными,2,4,привычный
32426,некорректного,3,5,некорректный
32427,отыскал,3,3,отыскивать
32428,распорядитель,4,5,распорядитель
32429,исправляет,3,4,исправлять
32430,подозрения,3,5,подозрение
32431,нарисованы,3,5,нарисовать
32432,водолазы,3,4,водолаз
32433,примчался,2,3,примчаться
32434,вручения,2,4,вручение
32435,останови,4,4,останавливать
32436,гущу,2,2,гуща
32437,венесуэла,4,5,венесуэла
32438,киевский,1,3,киевский
32439,мочевины,3,4,мочевина
32440,ворча,2,2,ворчать
32441,бесконечности,3,5,бесконечность
32442,прыжок,2,2,прыжок
32443,отпрянул,2,3,отпрядывать
32444,искренен,1,3,искренний
32445,пультов,1,2,пульт
32446,капитализма,4,5,капитализм
32447,удалением,3,5,удаление
32448,раскрыто,2,3,раскрывать
32449,пройденных,2,3,проходить
32450,кормовые,3,4,кормовой
32451,завал,2,2,завал
32452,геном,1,2,ген
32453,отчаянная,2,5,отчаянный
32454,прицепов,2,3,прицеп
32455,ампулы,1,3,ампула
32456,клевер,1,2,клевер
32457,кафеля,1,3,кафель
32458,туже,1,2,туго
32459,цельная,1,3,цельный
32460,солонки,2,3,солонка
32461,агата,2,3,агата
32462,женюсь,2,2,жениться
32463,бедам,1,2,беда
32464,четверку,2,3,четверка
32465,доносил,3,3,доносить
32466,копоти,1,3,копоть
32467,аргентина,3,4,аргентина
32468,походки,2,3,походка
32469,щелочной,3,3,щелочной
32470,шпионить,2,3,шпионить
32471,названии,2,4,название
32472,управляемая,3,6,управляемый
32473,противодействовать,4,6,противодействовать
32474,акцией,1,3,акция
32475,сложнейших,2,3,сложный
32476,сообщением,3,5,сообщение
32477,венский,1,2,венский
32478,обнимали,3,4,обнимать
32479,кожаной,1,3,кожаный
32480,мексике,1,3,мексика
32481,заиграла,3,4,заиграть
32482,многоэтажных,4,5,многоэтажный
32483,пакету,2,3,пакет
32484,евроремонтом,4,5,евроремонт
32485,наполнением,3,5,наполнение
32486,вариантами,3,5,вариант
32487,войском,1,2,войско
32488,сюжетные,2,4,сюжетный
32489,пробудет,2,3,пробыть
32490,скромной,1,2,скромный
32491,фукс,1,1,фукс
32492,ёмкости,1,3,емкость
32493,мгновенной,2,3,мгновенный
32494,включайте,2,3,включать
32495,отрешиться,3,4,отрешаться
32496,наивного,2,4,наивный
32497,ступеням,2,3,ступень
32498,печальна,2,3,печальный
32499,интенсивности,3,5,интенсивность
32500,фотками,1,3,фотка
32501,выпивают,3,4,выпивать
32502,навигации,3,5,навигация
32503,сериала,3,4,сериал
32504,душевную,2,4,душевный
32505,верха,2,2,верх
32506,доказывал,2,4,доказывать
32507,кроется,1,3,крыться
32508,сумке,1,2,сумка
32509,гусеница,1,4,гусеница
32510,сот,1,1,сотня
32511,наземные,2,4,наземный
32512,частушки,2,3,частушка
32513,братан,2,2,братан
32514,сборами,1,3,сбор
32515,режь,1,1,резать
32516,уходящие,3,5,уходить
32517,грета,1,2,грета
32518,окажем,2,3,оказывать
32519,пронзительные,2,5,пронзительный
32520,идентичен,3,4,идентичный
32521,металлами,2,4,металл
32522,антона,2,3,антон
32523,недруги,1,3,недруг
32524,горячими,2,4,горячий
32525,блокировку,3,4,блокировка
32526,причитания,3,5,причитание
32527,бразилии,2,4,бразилия
32528,медиками,1,4,медик
32529,сборнике,1,3,сборник
32530,выпускала,3,4,выпускать
32531,воздействий,2,3,воздействие
32532,сотнях,1,2,сотня
32533,сериях,1,3,серия
32534,латекса,1,3,латекс
32535,преобразился,4,5,преображаться
32536,положен,2,3,полагать
32537,концентрируется,3,6,концентрироваться
32538,киллера,1,3,киллер
32539,кооператив,5,5,кооператив
32540,комиссар,3,3,комиссар
32541,вскричала,2,3,вскричать
32542,отвары,2,3,отвар
32543,репертуар,4,4,репертуар
32544,интерфейсов,3,4,интерфейс
32545,пёс,1,1,пес
32546,роскошно,2,3,роскошно
32547,порознь,1,2,порознь
32548,петровны,2,3,петровна
32549,иную,2,3,иной
32550,откроешь,2,3,открывать
32551,мифом,1,2,миф
32552,назойливых,2,4,назойливый
32553,босоножки,3,4,босоножка
32554,завелся,2,3,заводиться
32555,врет,1,1,врать
32556,хирург,2,2,хирург
32557,перейдя,3,3,переходить
32558,хлыстом,2,2,хлыст
32559,компенсируется,3,6,компенсироваться
32560,электронному,3,5,электронный
32561,наступив,3,3,наступать
32562,отходить,3,3,отходить
32563,освещенность,3,4,освещенность
32564,мемориальный,4,5,мемориальный
32565,нержавеющая,3,6,нержавеющий
32566,очерки,1,3,очерк
32567,сумерки,1,3,сумерки
32568,разрубить,3,3,разрубать
32569,геннадием,2,4,геннадий
32570,мишура,3,3,мишура
32571,напиши,3,3,написать
32572,эффективными,3,5,эффективный
32573,измайлова,2,4,измайлов
32574,сценариев,2,4,сценарий
32575,плееров,1,3,плеер
32576,прудом,2,2,пруд
32577,афанасьев,3,4,афанасьев
32578,охотничьим,2,4,охотничий
32579,адекватных,3,4,адекватный
32580,лучшими,1,3,хороший
32581,артемьева,2,4,артемьев
32582,кассиры,2,3,кассир
32583,короли,3,3,король
32584,добринка,1,3,добринка
32585,порхов,1,2,порхов
32586,известняка,4,4,известняк
32587,резкий,1,2,резкий
32588,земную,2,3,земной
32589,составленной,2,4,составлять
32590,намеки,2,3,намек
32591,утилизацию,4,6,утилизация
32592,обижусь,2,3,обижаться
32593,флагман,1,2,флагман
32594,ядовитые,3,5,ядовитый
32595,верим,1,2,верить
32596,применяемой,3,5,применять
32597,долларах,1,3,доллар
32598,односторонние,4,6,односторонний
32599,сигналам,2,3,сигнал
32600,чечевица,3,4,чечевица
32601,способствовал,2,4,способствовать
32602,предыдущем,3,4,предыдущий
32603,пациентке,3,4,пациентка
32604,храня,2,2,хранить
32605,восстанет,2,3,восставать
32606,щедрая,1,3,щедрый
32607,вынуждена,1,4,вынуждать
32608,базовым,1,3,базовый
32609,собирательство,3,5,собирательство
32610,елкой,1,2,елка
32611,разгрома,2,3,разгром
32612,девятнадцать,3,4,девятнадцать
32613,керченский,1,3,керченский
32614,троицк,1,2,троицк
32615,несущая,2,4,несущий
32616,месяцам,1,3,месяц
32617,адриан,3,3,адриан
32618,отворот,3,3,отворот
32619,колледжах,1,3,колледж
32620,захваченной,2,4,захватить
32621,замолчите,3,4,замолчать
32622,квалификация,4,6,квалификация
32623,прикладных,2,3,прикладной
32624,постирать,3,3,постирать
32625,сипло,1,2,сипло
32626,полномочный,3,4,полномочный
32627,окружающий,3,5,окружающий
32628,святки,1,2,святки
32629,герберы,2,3,гербера
32630,цельсия,1,3,цельсий
32631,профилактике,3,5,профилактика
32632,мишке,1,2,мишка
32633,абсурдом,2,3,абсурд
32634,сделанным,1,3,сделать
32635,вырезанные,1,5,вырезать
32636,переключаться,4,5,переключаться
32637,асфальтом,2,3,асфальт
32638,корреспондентом,4,5,корреспондент
32639,упираясь,3,4,упираться
32640,лодочный,1,3,лодочный
32641,техникумы,1,4,техникум
32642,евразии,1,4,евразия
32643,монотонно,3,4,монотонно
32644,каторгу,1,3,каторга
32645,мускулов,1,3,мускул
32646,николь,2,2,николь
32647,перерождение,4,6,перерождение
32648,подписаны,2,4,подписывать
32649,дочками,1,3,дочка
32650,бессмысленны,2,4,бессмысленный
32651,псалом,2,2,псалом
32652,рожон,2,2,рожон
32653,мотивация,3,5,мотивация
32654,прикажи,3,3,приказывать
32655,отыскав,3,3,отыскивать
32656,сфинкса,1,2,сфинкс
32657,корец,2,2,корец
32658,декан,2,2,декан
32659,беспокоишься,3,5,беспокоиться
32660,казачьих,2,3,казачий
32661,покорения,3,5,покорение
32662,эластан,3,3,эластан
32663,приблизиться,2,4,приближаться
32664,свинка,1,2,свинка
32665,макаронные,3,5,макаронный
32666,стартовой,1,3,стартовый
32667,сыщиков,1,3,сыщик
32668,прищепке,2,3,прищепка
32669,отложенных,2,4,откладывать
32670,продлевать,3,3,продлевать
32671,уходы,2,3,уход
32672,напечатан,3,4,напечатать
32673,гибриды,2,3,гибрид
32674,щебня,1,2,щебень
32675,численностью,1,4,численность
32676,учеба,2,3,учеба
32677,выступлениях,3,5,выступление
32678,стилистике,2,4,стилистика
32679,рационе,3,4,рацион
32680,межбюджетных,3,4,межбюджетный
32681,сложное,1,3,сложный
32682,штурмовика,4,4,штурмовик
32683,выглянуло,1,4,выглядывать
32684,тёплые,1,3,теплый
32685,полотенцами,3,5,полотенце
32686,набери,3,3,набирать
32687,пали,1,2,пасть
32688,решу,2,2,решать
32689,клики,1,2,клика
32690,напуганный,2,4,напугать
32691,стратегий,2,3,стратегия
32692,поисков,3,3,поиск
32693,падающего,1,5,падать
32694,записями,1,4,запись
32695,покрывали,3,4,покрывать
32696,отступали,3,4,отступать
32697,вильнюс,1,2,вильнюс
32698,наглого,1,3,наглый
32699,мгновенные,2,4,мгновенный
32700,упущение,3,5,упущение
32701,гнёт,1,1,гнет
32702,гнилью,2,2,гниль
32703,введено,3,3,вводить
32704,выставляется,3,5,выставляться
32705,слушаете,1,4,слушать
32706,пролетариата,5,6,пролетариат
32707,листопад,3,3,листопад
32708,юки,1,2,юка
32709,хладнокровно,3,4,хладнокровно
32710,керосина,3,4,керосин
32711,приводы,2,3,привод
32712,подопечного,3,5,подопечный
32713,минутной,2,3,минутный
32714,сноуборда,3,4,сноуборд
32715,обустройстве,3,4,обустройство
32716,прощал,2,2,прощать
32717,назовите,3,4,называть
32718,оспа,1,2,оспа
32719,внушительного,2,5,внушительный
32720,бычок,2,2,бычок
32721,хостел,1,2,хостел
32722,фашистами,2,4,фашист
32723,имеющейся,2,5,иметься
32724,комсомольской,3,4,комсомольский
32725,раздавал,3,3,раздавать
32726,гектара,2,3,гектар
32727,эстетической,3,5,эстетический
32728,аккредитованных,4,6,аккредитовать
32729,хоромы,2,3,хоромы
32730,торчащим,2,3,торчать
32731,спекуляций,3,4,спекуляция
32732,информировал,3,5,информировать
32733,разрушаются,3,5,разрушаться
32734,установленном,3,5,устанавливать
32735,дмитриевич,1,4,дмитриевич
32736,запрещены,4,4,запрещать
32737,деликатно,3,4,деликатно
32738,давностью,1,3,давность
32739,испорчены,2,4,испортить
